id,user_id,week_start,week_end,average_stress_score,average_sleep_hours,average_screen_time,average_study_hours,high_stress_days,dominant_stress_level,stress_trend,main_trigger,created_at
2029,170,2026-01-01,2026-01-07,54.88,5.49,7.84,2.37,0,Medium,Stable,Sleep Deficit,2026-01-07 21:00:00
2030,170,2026-01-08,2026-01-14,53.49,5.99,7.87,2.74,0,Medium,Increasing,Sleep Deficit,2026-01-14 21:00:00
2031,170,2026-01-15,2026-01-21,52.32,5.66,8.16,1.97,0,Medium,Increasing,Sleep Deficit,2026-01-21 21:00:00
2032,170,2026-01-22,2026-01-28,54.87,5.45,7.41,2.27,0,Medium,Increasing,Sleep Deficit,2026-01-28 21:00:00
2033,170,2026-01-29,2026-02-04,66.34,5.22,9.54,4.2,2,Medium,Stable,High Fatigue,2026-02-04 21:00:00
2034,170,2026-02-05,2026-02-11,55.41,5.89,8.5,2.66,0,Medium,Decreasing,High Fatigue,2026-02-11 21:00:00
2035,170,2026-02-12,2026-02-18,55.88,5.42,7.5,3.06,0,Medium,Stable,Low Mood,2026-02-18 21:00:00
2036,170,2026-02-19,2026-02-25,52.19,5.97,8.09,2.93,0,Medium,Stable,Sleep Deficit,2026-02-25 21:00:00
2037,170,2026-02-26,2026-03-04,52.37,5.81,7.47,2.51,0,Medium,Stable,Sleep Deficit,2026-03-04 21:00:00
2038,170,2026-03-05,2026-03-11,53.39,5.75,7.98,2.76,0,Medium,Stable,Sleep Deficit,2026-03-11 21:00:00
2039,170,2026-03-12,2026-03-18,68.95,4.93,8.77,4.25,4,High,Increasing,Academic Pressure,2026-03-18 21:00:00
2040,170,2026-03-19,2026-03-25,62.62,5.64,8.61,2.92,3,Medium,Stable,Sleep Deficit,2026-03-25 21:00:00
2041,171,2026-01-01,2026-01-07,62.83,6.34,6.26,4.23,1,Medium,Decreasing,Academic Pressure,2026-01-07 21:00:00
2042,171,2026-01-08,2026-01-14,61.8,6.3,6.94,3.51,1,Medium,Stable,Academic Pressure,2026-01-14 21:00:00
2043,171,2026-01-15,2026-01-21,59.61,6.75,7.15,3.75,0,Medium,Stable,Academic Pressure,2026-01-21 21:00:00
2044,171,2026-01-22,2026-01-28,62.99,6.37,6.93,4.93,0,Medium,Stable,Academic Pressure,2026-01-28 21:00:00
2045,171,2026-01-29,2026-02-04,71.78,5.94,7.68,5.7,5,High,Decreasing,Academic Pressure,2026-02-04 21:00:00
2046,171,2026-02-05,2026-02-11,59.78,6.28,7.72,3.92,1,Medium,Decreasing,Academic Pressure,2026-02-11 21:00:00
2047,171,2026-02-12,2026-02-18,56.39,7.12,6.53,4.07,1,Medium,Stable,Academic Pressure,2026-02-18 21:00:00
2048,171,2026-02-19,2026-02-25,60.97,6.34,6.45,3.93,0,Medium,Stable,Academic Pressure,2026-02-25 21:00:00
2049,171,2026-02-26,2026-03-04,62.67,6.31,6.17,3.25,1,Medium,Stable,Academic Pressure,2026-03-04 21:00:00
2050,171,2026-03-05,2026-03-11,54.62,6.58,7.14,3.37,0,Medium,Decreasing,Academic Pressure,2026-03-11 21:00:00
2051,171,2026-03-12,2026-03-18,73.67,5.41,8.66,5.76,6,High,Decreasing,Academic Pressure,2026-03-18 21:00:00
2052,171,2026-03-19,2026-03-25,61.6,6.09,7.12,3.59,2,Medium,Stable,Academic Pressure,2026-03-25 21:00:00
2053,172,2026-01-01,2026-01-07,52.32,7.61,4.74,3.99,0,Medium,Stable,Academic Pressure,2026-01-07 21:00:00
2054,172,2026-01-08,2026-01-14,52.87,6.88,4.34,4.49,0,Medium,Stable,Academic Pressure,2026-01-14 21:00:00
2055,172,2026-01-15,2026-01-21,54.18,7.02,4.38,4.15,0,Medium,Stable,Low Mood,2026-01-21 21:00:00
2056,172,2026-01-22,2026-01-28,52.03,7.48,3.97,4.24,0,Medium,Stable,Academic Pressure,2026-01-28 21:00:00
2057,172,2026-01-29,2026-02-04,67.74,6.5,5.43,5.93,4,High,Stable,Academic Pressure,2026-02-04 21:00:00
2058,172,2026-02-05,2026-02-11,51.43,7.59,3.95,4.64,0,Medium,Stable,Academic Pressure,2026-02-11 21:00:00
2059,172,2026-02-12,2026-02-18,48.6,7.24,4.23,5.03,0,Medium,Stable,Academic Pressure,2026-02-18 21:00:00
2060,172,2026-02-19,2026-02-25,52.77,7.96,3.58,4.02,0,Medium,Stable,Academic Pressure,2026-02-25 21:00:00
2061,172,2026-02-26,2026-03-04,53.74,7.26,4.28,3.9,0,Medium,Stable,Academic Pressure,2026-03-04 21:00:00
2062,172,2026-03-05,2026-03-11,49.03,7.24,4.57,4.04,0,Medium,Stable,Stable Routine,2026-03-11 21:00:00
2063,172,2026-03-12,2026-03-18,63.45,6.53,4.89,6.59,3,Medium,Increasing,Academic Pressure,2026-03-18 21:00:00
2064,172,2026-03-19,2026-03-25,50.7,7.36,3.88,4.7,0,Medium,Decreasing,Low Mood,2026-03-25 21:00:00
2065,173,2026-01-01,2026-01-07,51.52,6.81,4.82,2.25,0,Medium,Decreasing,Low Mood,2026-01-07 21:00:00
2066,173,2026-01-08,2026-01-14,48.29,7.81,5.22,3.25,0,Medium,Increasing,Low Physical Activity,2026-01-14 21:00:00
2067,173,2026-01-15,2026-01-21,54.99,6.92,4.88,2.47,0,Medium,Stable,Low Mood,2026-01-21 21:00:00
2068,173,2026-01-22,2026-01-28,48.74,7.1,4.39,3.53,0,Medium,Stable,Low Physical Activity,2026-01-28 21:00:00
2069,173,2026-01-29,2026-02-04,66.74,6.43,6.42,4.49,3,Medium,Stable,Academic Pressure,2026-02-04 21:00:00
2070,173,2026-02-05,2026-02-11,53.12,7.2,4.47,2.6,0,Medium,Stable,Low Physical Activity,2026-02-11 21:00:00
2071,173,2026-02-12,2026-02-18,46.69,7.26,4.28,2.86,0,Medium,Increasing,Low Physical Activity,2026-02-18 21:00:00
2072,173,2026-02-19,2026-02-25,44.81,7.09,4.01,2.76,0,Medium,Decreasing,Low Physical Activity,2026-02-25 21:00:00
2073,173,2026-02-26,2026-03-04,45.94,6.86,4.91,2.68,0,Medium,Stable,Low Physical Activity,2026-03-04 21:00:00
2074,173,2026-03-05,2026-03-11,51.1,7.24,4.36,2.71,0,Medium,Stable,Low Physical Activity,2026-03-11 21:00:00
2075,173,2026-03-12,2026-03-18,67.47,6.49,5.53,4.01,3,Medium,Stable,Academic Pressure,2026-03-18 21:00:00
2076,173,2026-03-19,2026-03-25,50.17,6.81,5.11,2.66,0,Medium,Stable,Academic Pressure,2026-03-25 21:00:00
2077,174,2026-01-01,2026-01-07,53.89,6.99,6.66,4.66,0,Medium,Stable,Low Mood,2026-01-07 21:00:00
2078,174,2026-01-08,2026-01-14,56.02,6.48,6.46,4.76,0,Medium,Stable,Academic Pressure,2026-01-14 21:00:00
2079,174,2026-01-15,2026-01-21,58.43,6.7,6.92,4.21,0,Medium,Decreasing,Low Mood,2026-01-21 21:00:00
2080,174,2026-01-22,2026-01-28,54.7,6.76,7.62,4.21,0,Medium,Stable,Low Mood,2026-01-28 21:00:00
2081,174,2026-01-29,2026-02-04,68.82,6.33,8.34,6.53,5,High,Decreasing,High Fatigue,2026-02-04 21:00:00
2082,174,2026-02-05,2026-02-11,55.88,6.68,7.37,5.09,1,Medium,Decreasing,Low Mood,2026-02-11 21:00:00
2083,174,2026-02-12,2026-02-18,57.5,6.62,7.36,4.67,1,Medium,Decreasing,Low Mood,2026-02-18 21:00:00
2084,174,2026-02-19,2026-02-25,48.64,7.44,7.13,4.29,0,Medium,Increasing,Low Mood,2026-02-25 21:00:00
2085,174,2026-02-26,2026-03-04,52.5,6.74,7.31,5.06,0,Medium,Stable,Academic Pressure,2026-03-04 21:00:00
2086,174,2026-03-05,2026-03-11,53.58,7.05,7.34,4.69,0,Medium,Stable,Academic Pressure,2026-03-11 21:00:00
2087,174,2026-03-12,2026-03-18,69.14,6.47,8.36,6.5,3,Medium,Stable,Academic Pressure,2026-03-18 21:00:00
2088,174,2026-03-19,2026-03-25,53.75,6.93,7.1,4.67,0,Medium,Stable,Low Mood,2026-03-25 21:00:00
2089,175,2026-01-01,2026-01-07,52.56,7.59,7.17,2.59,0,Medium,Increasing,Low Mood,2026-01-07 21:00:00
2090,175,2026-01-08,2026-01-14,53.43,7.32,8.28,3.0,0,Medium,Stable,High Screen Time,2026-01-14 21:00:00
2091,175,2026-01-15,2026-01-21,52.93,6.98,7.72,2.45,0,Medium,Decreasing,Low Mood,2026-01-21 21:00:00
2092,175,2026-01-22,2026-01-28,50.54,7.29,7.4,2.15,0,Medium,Stable,Low Mood,2026-01-28 21:00:00
2093,175,2026-01-29,2026-02-04,70.88,6.29,9.57,4.93,3,Medium,Stable,High Fatigue,2026-02-04 21:00:00
2094,175,2026-02-05,2026-02-11,55.23,6.48,8.2,3.77,0,Medium,Decreasing,High Fatigue,2026-02-11 21:00:00
2095,175,2026-02-12,2026-02-18,54.35,6.87,7.9,2.54,0,Medium,Increasing,High Screen Time,2026-02-18 21:00:00
2096,175,2026-02-19,2026-02-25,51.41,6.8,7.48,3.01,0,Medium,Decreasing,Low Mood,2026-02-25 21:00:00
2097,175,2026-02-26,2026-03-04,51.73,7.06,8.04,3.37,0,Medium,Stable,High Screen Time,2026-03-04 21:00:00
2098,175,2026-03-05,2026-03-11,54.79,6.99,8.68,2.3,0,Medium,Stable,High Screen Time,2026-03-11 21:00:00
2099,175,2026-03-12,2026-03-18,66.15,6.18,8.52,4.25,2,Medium,Stable,High Fatigue,2026-03-18 21:00:00
2100,175,2026-03-19,2026-03-25,57.01,7.35,8.11,3.66,0,Medium,Decreasing,High Screen Time,2026-03-25 21:00:00
2101,176,2026-01-01,2026-01-07,50.78,5.83,5.66,1.13,1,Medium,Decreasing,High Fatigue,2026-01-07 21:00:00
2102,176,2026-01-08,2026-01-14,53.28,5.69,6.52,0.5,0,Medium,Stable,Low Mood,2026-01-14 21:00:00
2103,176,2026-01-15,2026-01-21,55.06,5.48,6.32,1.79,0,Medium,Stable,Sleep Deficit,2026-01-21 21:00:00
2104,176,2026-01-22,2026-01-28,57.23,5.94,6.14,1.77,0,Medium,Increasing,Low Mood,2026-01-28 21:00:00
2105,176,2026-01-29,2026-02-04,71.32,5.16,7.18,1.92,4,High,Stable,Academic Pressure,2026-02-04 21:00:00
2106,176,2026-02-05,2026-02-11,56.22,5.94,6.7,1.62,1,Medium,Decreasing,Low Mood,2026-02-11 21:00:00
2107,176,2026-02-12,2026-02-18,53.59,5.96,6.74,1.53,0,Medium,Increasing,Low Mood,2026-02-18 21:00:00
2108,176,2026-02-19,2026-02-25,55.61,5.8,6.13,1.95,0,Medium,Decreasing,Sleep Deficit,2026-02-25 21:00:00
2109,176,2026-02-26,2026-03-04,56.74,5.82,6.18,1.5,0,Medium,Decreasing,High Fatigue,2026-03-04 21:00:00
2110,176,2026-03-05,2026-03-11,57.01,5.88,6.11,0.75,0,Medium,Stable,Low Mood,2026-03-11 21:00:00
2111,176,2026-03-12,2026-03-18,67.38,5.23,7.08,3.07,3,Medium,Increasing,Academic Pressure,2026-03-18 21:00:00
2112,176,2026-03-19,2026-03-25,54.29,5.65,6.56,1.63,0,Medium,Decreasing,Sleep Deficit,2026-03-25 21:00:00
2113,177,2026-01-01,2026-01-07,61.21,6.31,4.73,2.74,0,Medium,Decreasing,Academic Pressure,2026-01-07 21:00:00
2114,177,2026-01-08,2026-01-14,57.92,6.01,4.29,2.27,0,Medium,Increasing,Academic Pressure,2026-01-14 21:00:00
2115,177,2026-01-15,2026-01-21,59.47,6.73,4.0,2.65,0,Medium,Stable,Academic Pressure,2026-01-21 21:00:00
2116,177,2026-01-22,2026-01-28,57.61,6.24,3.77,1.49,0,Medium,Stable,Academic Pressure,2026-01-28 21:00:00
2117,177,2026-01-29,2026-02-04,72.45,5.72,4.86,4.39,5,High,Stable,Academic Pressure,2026-02-04 21:00:00
2118,177,2026-02-05,2026-02-11,56.11,6.89,4.03,2.58,0,Medium,Stable,Academic Pressure,2026-02-11 21:00:00
2119,177,2026-02-12,2026-02-18,56.78,6.46,4.62,3.22,0,Medium,Stable,Academic Pressure,2026-02-18 21:00:00
2120,177,2026-02-19,2026-02-25,54.11,6.61,4.53,3.18,0,Medium,Decreasing,Academic Pressure,2026-02-25 21:00:00
2121,177,2026-02-26,2026-03-04,59.73,6.56,4.6,2.49,1,Medium,Stable,Academic Pressure,2026-03-04 21:00:00
2122,177,2026-03-05,2026-03-11,54.12,6.26,4.95,2.4,0,Medium,Stable,Low Physical Activity,2026-03-11 21:00:00
2123,177,2026-03-12,2026-03-18,69.74,5.55,4.81,4.41,3,Medium,Increasing,Academic Pressure,2026-03-18 21:00:00
2124,177,2026-03-19,2026-03-25,59.47,6.67,4.24,3.37,2,Medium,Decreasing,Academic Pressure,2026-03-25 21:00:00
2125,178,2026-01-01,2026-01-07,47.45,6.53,3.73,3.98,0,Medium,Increasing,Academic Pressure,2026-01-07 21:00:00
2126,178,2026-01-08,2026-01-14,51.13,6.98,3.33,4.27,0,Medium,Stable,Stable Routine,2026-01-14 21:00:00
2127,178,2026-01-15,2026-01-21,44.88,6.81,2.88,3.64,0,Medium,Stable,Academic Pressure,2026-01-21 21:00:00
2128,178,2026-01-22,2026-01-28,50.99,6.7,3.25,4.12,0,Medium,Stable,Academic Pressure,2026-01-28 21:00:00
2129,178,2026-01-29,2026-02-04,63.87,6.17,4.08,5.75,1,Medium,Stable,Academic Pressure,2026-02-04 21:00:00
2130,178,2026-02-05,2026-02-11,50.4,6.77,3.05,4.54,0,Medium,Decreasing,Academic Pressure,2026-02-11 21:00:00
2131,178,2026-02-12,2026-02-18,48.93,6.87,2.48,3.79,0,Medium,Stable,Academic Pressure,2026-02-18 21:00:00
2132,178,2026-02-19,2026-02-25,54.01,6.6,2.74,3.97,0,Medium,Stable,Academic Pressure,2026-02-25 21:00:00
2133,178,2026-02-26,2026-03-04,48.15,6.67,3.29,4.23,0,Medium,Stable,Academic Pressure,2026-03-04 21:00:00
2134,178,2026-03-05,2026-03-11,48.83,7.02,3.16,4.55,0,Medium,Stable,Stable Routine,2026-03-11 21:00:00
2135,178,2026-03-12,2026-03-18,62.14,5.7,3.84,6.31,1,Medium,Increasing,Academic Pressure,2026-03-18 21:00:00
2136,178,2026-03-19,2026-03-25,56.31,6.35,3.84,3.92,2,Medium,Decreasing,Academic Pressure,2026-03-25 21:00:00
2137,179,2026-01-01,2026-01-07,52.12,6.75,6.69,5.74,0,Medium,Stable,Low Mood,2026-01-07 21:00:00
2138,179,2026-01-08,2026-01-14,50.82,6.42,6.33,5.07,0,Medium,Stable,Stable Routine,2026-01-14 21:00:00
2139,179,2026-01-15,2026-01-21,53.55,6.37,6.22,5.52,0,Medium,Decreasing,Low Mood,2026-01-21 21:00:00
2140,179,2026-01-22,2026-01-28,52.58,6.34,6.08,5.85,0,Medium,Stable,Academic Pressure,2026-01-28 21:00:00
2141,179,2026-01-29,2026-02-04,66.3,6.09,7.21,7.09,2,Medium,Stable,Academic Pressure,2026-02-04 21:00:00
2142,179,2026-02-05,2026-02-11,54.15,6.46,6.46,5.76,0,Medium,Increasing,Academic Pressure,2026-02-11 21:00:00
2143,179,2026-02-12,2026-02-18,61.52,5.89,6.61,5.17,1,Medium,Stable,Low Mood,2026-02-18 21:00:00
2144,179,2026-02-19,2026-02-25,53.04,6.24,6.45,5.15,0,Medium,Stable,Low Mood,2026-02-25 21:00:00
2145,179,2026-02-26,2026-03-04,59.2,6.21,6.03,5.8,1,Medium,Stable,Low Mood,2026-03-04 21:00:00
2146,179,2026-03-05,2026-03-11,56.68,5.89,5.92,4.5,0,Medium,Stable,Low Mood,2026-03-11 21:00:00
2147,179,2026-03-12,2026-03-18,67.81,6.13,7.26,6.89,3,Medium,Increasing,Academic Pressure,2026-03-18 21:00:00
2148,179,2026-03-19,2026-03-25,54.04,6.25,6.2,4.88,1,Medium,Stable,Low Mood,2026-03-25 21:00:00
2149,180,2026-01-01,2026-01-07,60.65,6.27,6.68,5.78,0,Medium,Stable,Academic Pressure,2026-01-07 21:00:00
2150,180,2026-01-08,2026-01-14,60.6,5.76,7.01,5.61,1,Medium,Increasing,Low Mood,2026-01-14 21:00:00
2151,180,2026-01-15,2026-01-21,59.24,6.32,7.35,6.0,1,Medium,Decreasing,Low Mood,2026-01-21 21:00:00
2152,180,2026-01-22,2026-01-28,54.76,5.99,6.83,5.82,0,Medium,Decreasing,Sleep Deficit,2026-01-28 21:00:00
2153,180,2026-01-29,2026-02-04,75.44,5.5,8.79,7.43,4,High,Increasing,Academic Pressure,2026-02-04 21:00:00
2154,180,2026-02-05,2026-02-11,60.64,6.22,7.8,5.97,1,Medium,Increasing,Academic Pressure,2026-02-11 21:00:00
2155,180,2026-02-12,2026-02-18,59.08,6.2,7.27,5.61,0,Medium,Stable,Academic Pressure,2026-02-18 21:00:00
2156,180,2026-02-19,2026-02-25,62.33,6.27,7.51,5.16,1,Medium,Decreasing,Academic Pressure,2026-02-25 21:00:00
2157,180,2026-02-26,2026-03-04,57.47,6.16,6.59,6.26,1,Medium,Decreasing,Academic Pressure,2026-03-04 21:00:00
2158,180,2026-03-05,2026-03-11,60.16,6.2,6.98,5.97,1,Medium,Stable,Academic Pressure,2026-03-11 21:00:00
2159,180,2026-03-12,2026-03-18,71.63,6.06,8.98,7.43,6,High,Stable,Academic Pressure,2026-03-18 21:00:00
2160,180,2026-03-19,2026-03-25,60.63,6.1,7.66,5.11,1,Medium,Decreasing,Academic Pressure,2026-03-25 21:00:00
2161,181,2026-01-01,2026-01-07,49.44,6.99,4.99,3.16,0,Medium,Increasing,Academic Pressure,2026-01-07 21:00:00
2162,181,2026-01-08,2026-01-14,53.81,6.86,5.73,3.18,0,Medium,Increasing,Academic Pressure,2026-01-14 21:00:00
2163,181,2026-01-15,2026-01-21,54.59,7.16,5.59,3.59,0,Medium,Increasing,Academic Pressure,2026-01-21 21:00:00
2164,181,2026-01-22,2026-01-28,53.9,7.21,5.12,3.31,0,Medium,Stable,Academic Pressure,2026-01-28 21:00:00
2165,181,2026-01-29,2026-02-04,68.82,6.38,6.66,4.92,4,High,Decreasing,Academic Pressure,2026-02-04 21:00:00
2166,181,2026-02-05,2026-02-11,55.23,6.79,4.99,3.1,0,Medium,Decreasing,Academic Pressure,2026-02-11 21:00:00
2167,181,2026-02-12,2026-02-18,57.21,7.48,5.87,2.62,0,Medium,Stable,Academic Pressure,2026-02-18 21:00:00
2168,181,2026-02-19,2026-02-25,53.27,6.61,5.01,2.81,0,Medium,Stable,Low Mood,2026-02-25 21:00:00
2169,181,2026-02-26,2026-03-04,50.09,7.75,5.54,2.46,0,Medium,Increasing,Academic Pressure,2026-03-04 21:00:00
2170,181,2026-03-05,2026-03-11,56.82,6.78,5.59,3.36,0,Medium,Decreasing,Academic Pressure,2026-03-11 21:00:00
2171,181,2026-03-12,2026-03-18,64.55,6.79,6.17,5.36,2,Medium,Increasing,Academic Pressure,2026-03-18 21:00:00
2172,181,2026-03-19,2026-03-25,56.6,6.89,5.53,4.19,1,Medium,Stable,Academic Pressure,2026-03-25 21:00:00
2173,182,2026-01-01,2026-01-07,47.92,6.67,6.11,2.44,0,Medium,Increasing,Low Physical Activity,2026-01-07 21:00:00
2174,182,2026-01-08,2026-01-14,53.21,6.4,6.57,2.24,0,Medium,Stable,Sleep Deficit,2026-01-14 21:00:00
2175,182,2026-01-15,2026-01-21,49.43,6.98,6.54,1.49,0,Medium,Stable,Stable Routine,2026-01-21 21:00:00
2176,182,2026-01-22,2026-01-28,52.2,6.23,7.44,2.25,0,Medium,Stable,Low Mood,2026-01-28 21:00:00
2177,182,2026-01-29,2026-02-04,71.24,5.73,6.91,3.59,4,High,Stable,Academic Pressure,2026-02-04 21:00:00
2178,182,2026-02-05,2026-02-11,56.37,6.1,6.58,2.77,1,Medium,Increasing,Low Mood,2026-02-11 21:00:00
2179,182,2026-02-12,2026-02-18,57.34,6.16,6.49,2.26,0,Medium,Stable,Low Mood,2026-02-18 21:00:00
2180,182,2026-02-19,2026-02-25,58.4,6.13,6.44,2.19,0,Medium,Stable,Low Mood,2026-02-25 21:00:00
2181,182,2026-02-26,2026-03-04,52.29,6.58,6.58,2.55,0,Medium,Decreasing,Low Mood,2026-03-04 21:00:00
2182,182,2026-03-05,2026-03-11,53.42,6.35,7.09,2.12,0,Medium,Stable,Academic Pressure,2026-03-11 21:00:00
2183,182,2026-03-12,2026-03-18,73.3,5.5,8.62,4.24,5,High,Stable,Academic Pressure,2026-03-18 21:00:00
2184,182,2026-03-19,2026-03-25,57.2,6.28,7.0,2.96,1,Medium,Stable,Stable Routine,2026-03-25 21:00:00
2185,183,2026-01-01,2026-01-07,51.02,8.22,5.94,1.81,0,Medium,Stable,Low Mood,2026-01-07 21:00:00
2186,183,2026-01-08,2026-01-14,48.15,7.82,5.54,2.75,0,Medium,Decreasing,Stable Routine,2026-01-14 21:00:00
2187,183,2026-01-15,2026-01-21,50.38,8.13,6.17,2.5,0,Medium,Stable,Stable Routine,2026-01-21 21:00:00
2188,183,2026-01-22,2026-01-28,47.71,7.97,5.7,2.6,0,Medium,Stable,Academic Pressure,2026-01-28 21:00:00
2189,183,2026-01-29,2026-02-04,61.96,7.36,7.02,4.1,1,Medium,Decreasing,Academic Pressure,2026-02-04 21:00:00
2190,183,2026-02-05,2026-02-11,56.24,8.14,6.56,2.34,1,Medium,Stable,Academic Pressure,2026-02-11 21:00:00
2191,183,2026-02-12,2026-02-18,49.47,7.89,6.62,2.62,0,Medium,Stable,Low Mood,2026-02-18 21:00:00
2192,183,2026-02-19,2026-02-25,48.43,8.33,6.49,2.87,0,Medium,Stable,Stable Routine,2026-02-25 21:00:00
2193,183,2026-02-26,2026-03-04,52.13,8.31,5.85,2.85,0,Medium,Decreasing,Academic Pressure,2026-03-04 21:00:00
2194,183,2026-03-05,2026-03-11,51.41,8.22,6.66,2.67,0,Medium,Stable,Stable Routine,2026-03-11 21:00:00
2195,183,2026-03-12,2026-03-18,59.91,7.23,6.45,4.26,1,Medium,Decreasing,Academic Pressure,2026-03-18 21:00:00
2196,183,2026-03-19,2026-03-25,47.86,7.79,6.67,2.44,0,Medium,Increasing,Stable Routine,2026-03-25 21:00:00
2197,184,2026-01-01,2026-01-07,46.47,7.68,6.45,3.64,0,Medium,Stable,Academic Pressure,2026-01-07 21:00:00
2198,184,2026-01-08,2026-01-14,50.51,7.32,6.57,4.42,0,Medium,Decreasing,Stable Routine,2026-01-14 21:00:00
2199,184,2026-01-15,2026-01-21,44.25,7.95,6.56,3.66,0,Medium,Stable,Academic Pressure,2026-01-21 21:00:00
2200,184,2026-01-22,2026-01-28,53.62,7.8,6.78,3.62,1,Medium,Increasing,Low Mood,2026-01-28 21:00:00
2201,184,2026-01-29,2026-02-04,66.49,7.02,7.78,6.24,2,Medium,Stable,Academic Pressure,2026-02-04 21:00:00
2202,184,2026-02-05,2026-02-11,51.73,7.53,6.29,4.23,0,Medium,Stable,Low Mood,2026-02-11 21:00:00
2203,184,2026-02-12,2026-02-18,51.96,7.29,6.62,3.96,0,Medium,Stable,Low Mood,2026-02-18 21:00:00
2204,184,2026-02-19,2026-02-25,54.82,7.1,7.02,4.03,0,Medium,Stable,Academic Pressure,2026-02-25 21:00:00
2205,184,2026-02-26,2026-03-04,52.09,7.46,6.31,3.91,0,Medium,Stable,Low Mood,2026-03-04 21:00:00
2206,184,2026-03-05,2026-03-11,48.95,7.47,6.93,3.93,0,Medium,Stable,Low Mood,2026-03-11 21:00:00
2207,184,2026-03-12,2026-03-18,64.49,6.57,7.15,5.8,0,Medium,Stable,Academic Pressure,2026-03-18 21:00:00
2208,184,2026-03-19,2026-03-25,51.15,7.52,6.55,4.45,0,Medium,Stable,Low Physical Activity,2026-03-25 21:00:00
2209,185,2026-01-01,2026-01-07,61.7,5.69,7.12,2.43,2,Medium,Increasing,Sleep Deficit,2026-01-07 21:00:00
2210,185,2026-01-08,2026-01-14,65.9,5.74,6.71,2.34,2,Medium,Increasing,Academic Pressure,2026-01-14 21:00:00
2211,185,2026-01-15,2026-01-21,66.36,5.65,6.54,2.63,2,Medium,Stable,Low Mood,2026-01-21 21:00:00
2212,185,2026-01-22,2026-01-28,65.37,5.5,6.53,2.35,1,Medium,Increasing,Low Mood,2026-01-28 21:00:00
2213,185,2026-01-29,2026-02-04,76.89,4.78,7.28,4.67,5,High,Stable,Academic Pressure,2026-02-04 21:00:00
2214,185,2026-02-05,2026-02-11,66.21,5.26,6.28,2.83,2,Medium,Stable,Sleep Deficit,2026-02-11 21:00:00
2215,185,2026-02-12,2026-02-18,63.69,5.54,6.87,2.55,1,Medium,Stable,Academic Pressure,2026-02-18 21:00:00
2216,185,2026-02-19,2026-02-25,58.68,5.76,6.06,2.82,0,Medium,Stable,High Fatigue,2026-02-25 21:00:00
2217,185,2026-02-26,2026-03-04,65.71,5.5,6.1,3.33,2,Medium,Stable,Low Mood,2026-03-04 21:00:00
2218,185,2026-03-05,2026-03-11,65.11,5.54,6.56,3.02,4,High,Stable,High Fatigue,2026-03-11 21:00:00
2219,185,2026-03-12,2026-03-18,77.45,4.97,7.39,4.35,7,High,Stable,Academic Pressure,2026-03-18 21:00:00
2220,185,2026-03-19,2026-03-25,63.09,5.33,6.4,3.1,2,Medium,Decreasing,Academic Pressure,2026-03-25 21:00:00
2221,186,2026-01-01,2026-01-07,57.15,7.05,6.08,3.84,0,Medium,Stable,Low Mood,2026-01-07 21:00:00
2222,186,2026-01-08,2026-01-14,54.26,7.27,6.55,3.23,0,Medium,Decreasing,Academic Pressure,2026-01-14 21:00:00
2223,186,2026-01-15,2026-01-21,55.54,6.98,6.17,3.63,0,Medium,Stable,Academic Pressure,2026-01-21 21:00:00
2224,186,2026-01-22,2026-01-28,53.36,6.79,6.39,3.75,0,Medium,Increasing,Academic Pressure,2026-01-28 21:00:00
2225,186,2026-01-29,2026-02-04,66.19,6.22,7.46,5.52,1,Medium,Stable,Low Mood,2026-02-04 21:00:00
2226,186,2026-02-05,2026-02-11,59.95,7.16,6.2,4.0,2,Medium,Decreasing,Academic Pressure,2026-02-11 21:00:00
2227,186,2026-02-12,2026-02-18,53.31,7.45,6.06,3.42,0,Medium,Stable,Academic Pressure,2026-02-18 21:00:00
2228,186,2026-02-19,2026-02-25,58.89,6.96,6.13,3.41,0,Medium,Stable,Low Mood,2026-02-25 21:00:00
2229,186,2026-02-26,2026-03-04,49.72,6.77,6.24,3.83,0,Medium,Decreasing,Low Physical Activity,2026-03-04 21:00:00
2230,186,2026-03-05,2026-03-11,56.59,7.42,6.43,3.54,1,Medium,Stable,Academic Pressure,2026-03-11 21:00:00
2231,186,2026-03-12,2026-03-18,69.59,6.3,7.66,6.23,3,Medium,Decreasing,Academic Pressure,2026-03-18 21:00:00
2232,186,2026-03-19,2026-03-25,56.0,7.13,5.73,4.22,0,Medium,Stable,Academic Pressure,2026-03-25 21:00:00
2233,187,2026-01-01,2026-01-07,51.75,6.61,6.91,3.9,0,Medium,Decreasing,Academic Pressure,2026-01-07 21:00:00
2234,187,2026-01-08,2026-01-14,54.84,6.66,7.16,4.85,0,Medium,Increasing,Stable Routine,2026-01-14 21:00:00
2235,187,2026-01-15,2026-01-21,55.31,7.22,6.74,4.58,1,Medium,Decreasing,Low Mood,2026-01-21 21:00:00
2236,187,2026-01-22,2026-01-28,50.6,7.28,7.3,4.73,0,Medium,Stable,Low Mood,2026-01-28 21:00:00
2237,187,2026-01-29,2026-02-04,64.8,6.32,7.81,6.61,3,Medium,Stable,Academic Pressure,2026-02-04 21:00:00
2238,187,2026-02-05,2026-02-11,53.1,7.19,6.89,4.14,0,Medium,Increasing,Academic Pressure,2026-02-11 21:00:00
