sleep_hours,study_hours,screen_time_hours,social_media_hours,physical_activity_minutes,caffeine_intake_mg,mood_score,fatigue_level,assignment_load,deadline_pressure,social_interaction_score,financial_worry_score,health_condition_score,stress_level
6.89,5.39,8.14,3.14,55,132,5,5,4,4,8,2,6,Low
8.19,5.68,9.16,2.75,33,113,4,5,4,5,5,2,6,Medium
6.45,6.62,6.53,3.98,65,157,4,6,6,7,7,5,9,Medium
7.48,5.08,7.58,2.62,42,168,4,6,5,7,5,7,5,Medium
7.15,5.68,8.41,2.33,46,216,4,5,6,3,7,5,6,Low
7.32,6.34,8.96,2.96,52,218,1,8,6,6,3,6,5,Medium
7.28,6.61,7.63,1.93,53,123,4,6,5,8,6,8,5,Medium
6.34,5.5,7.42,1.83,54,128,5,5,4,4,10,5,7,Medium
6.44,2.56,8.26,2.1,53,139,4,5,6,5,9,4,7,Medium
6.51,2.76,8.87,1.61,66,169,4,6,4,8,7,4,8,Medium
7.69,4.67,7.8,1.68,35,146,5,5,5,6,7,2,7,Medium
7.14,5.5,7.21,2.13,44,76,5,5,6,5,4,7,6,Medium
5.7,7.68,8.78,1.99,47,78,7,7,6,3,6,2,7,Medium
5.47,7.32,8.9,2.04,46,238,4,9,9,8,7,3,6,High
6.67,6.78,9.71,2.15,53,251,6,4,7,7,4,1,7,Medium
7.18,7.23,10.24,2.15,41,228,4,7,8,7,4,2,5,Medium
6.47,6.98,7.42,2.68,49,93,5,8,7,4,6,3,8,Medium
6.63,11.41,11.38,1.79,25,238,3,7,8,7,6,3,8,Medium
7.46,8.06,11.08,2.14,34,164,4,9,8,6,5,4,4,Medium
6.43,6.54,10.55,1.92,26,217,4,6,5,9,4,5,7,Medium
6.73,6.89,8.53,2.12,27,78,5,7,6,7,6,3,7,Medium
7.55,2.64,9.58,1.76,54,65,3,6,4,5,8,3,6,Medium
6.93,4.97,10.65,1.53,41,231,3,8,6,4,7,4,6,Medium
5.94,6.58,10.08,1.57,26,177,4,8,7,5,8,7,5,Medium
6.84,6.14,10.05,1.15,30,110,4,7,5,6,4,1,5,Medium
7.1,5.12,8.09,2.17,48,124,4,8,8,8,5,5,6,Medium
7.71,7.05,7.83,2.3,59,30,6,6,3,7,6,3,7,Medium
8.09,5.57,9.33,0.33,46,164,4,8,1,5,6,1,6,Medium
7.19,3.77,8.14,2.3,34,117,2,7,3,7,9,3,7,Medium
6.78,3.71,10.72,3.09,52,151,4,6,3,4,8,3,6,Medium
5.81,5.21,9.61,0.98,43,171,6,7,5,3,6,4,5,Medium
6.26,6.06,9.05,1.32,61,288,4,6,6,7,6,4,7,Medium
6.64,4.6,8.08,2.18,38,123,3,5,4,6,7,4,6,Medium
6.01,4.57,8.03,0.95,47,83,1,7,6,5,6,5,6,Medium
7.09,4.09,9.04,2.56,52,61,5,6,5,5,6,5,5,Medium
7.24,4.56,10.68,3.05,26,94,5,6,6,5,5,4,5,Medium
6.75,7.83,9.37,0.91,59,58,4,8,5,6,3,4,5,Medium
5.56,4.66,8.43,2.73,75,167,4,7,4,3,5,3,8,Medium
6.82,6.36,8.9,2.0,48,143,5,5,6,5,8,5,8,Medium
7.01,5.96,8.09,1.88,66,86,8,6,7,3,6,2,7,Medium
7.49,5.29,7.27,2.52,48,153,6,6,5,3,6,3,6,Medium
7.91,5.86,8.65,1.8,48,196,6,3,4,6,6,3,8,Medium
6.84,5.07,9.9,1.23,56,125,5,7,6,4,6,4,5,Medium
6.36,6.23,8.5,2.32,61,128,3,8,7,5,5,4,6,Medium
7.27,4.63,8.71,1.9,47,150,3,6,7,5,4,3,7,Medium
7.02,6.34,10.16,1.12,55,196,1,8,7,7,5,6,7,High
5.65,6.8,8.92,1.91,57,208,4,7,4,8,5,3,5,Medium
6.1,4.4,10.27,2.91,32,175,5,9,7,5,8,5,6,Medium
6.91,5.79,7.44,2.15,59,67,3,7,3,4,8,1,7,Medium
6.53,3.87,11.25,2.67,34,184,5,7,5,5,7,2,5,Medium
6.81,5.1,8.34,2.36,45,57,4,7,7,5,6,2,7,Medium
6.73,4.04,7.52,2.57,68,103,4,7,5,6,6,4,6,Medium
6.2,6.35,7.09,2.77,52,148,4,7,6,6,4,5,7,Medium
5.73,5.87,8.82,1.47,37,69,4,8,7,5,7,2,6,Medium
5.76,7.29,9.49,2.06,51,148,3,8,9,5,7,3,6,Medium
6.12,7.66,10.23,0.79,29,100,3,10,7,7,7,4,3,Medium
6.96,6.87,10.81,10.81,56,185,2,10,7,7,7,6,6,Medium
6.58,9.26,9.88,4.17,22,206,2,7,7,9,7,4,7,Medium
6.22,7.84,9.95,1.04,13,173,5,7,9,5,7,3,5,Medium
5.89,7.55,12.65,1.34,46,188,4,10,8,9,7,5,5,High
7.15,7.29,10.3,1.42,52,213,3,8,6,8,6,3,6,Medium
6.01,5.77,7.47,1.21,48,78,5,6,5,4,6,2,8,Medium
7.11,4.56,8.0,2.63,49,144,5,5,5,6,9,5,8,Medium
7.75,5.97,9.43,2.89,48,176,3,7,7,6,6,4,7,Medium
5.92,3.92,8.59,3.0,35,188,5,8,8,7,4,3,6,Medium
6.31,5.09,8.32,2.59,50,82,5,7,6,4,6,5,7,Medium
6.98,5.63,9.33,1.36,52,189,5,6,6,6,4,5,7,Medium
6.61,5.06,8.19,1.38,51,241,3,6,6,5,7,5,8,Medium
5.51,4.02,7.46,1.86,44,152,5,5,6,5,5,1,7,Medium
6.22,5.11,10.07,2.3,53,79,6,5,6,6,5,5,6,Medium
6.61,5.05,9.3,0.88,53,162,3,6,5,5,5,4,6,Medium
6.68,5.67,8.38,1.57,37,115,5,5,4,5,6,4,4,Medium
7.59,3.84,7.73,2.53,43,169,4,6,6,5,5,4,6,Medium
7.42,4.23,6.0,3.16,42,136,6,4,5,4,4,7,8,Medium
7.45,3.76,4.93,3.24,42,87,4,6,7,5,6,4,7,Medium
8.83,3.92,7.0,4.83,45,51,5,3,4,6,5,4,7,Medium
7.19,4.21,5.19,3.19,37,164,5,3,6,8,4,4,6,Medium
8.09,5.11,6.08,3.52,55,170,7,5,6,5,8,3,5,Medium
6.99,3.0,4.88,2.98,43,201,7,5,6,6,7,6,7,Medium
8.56,2.08,5.8,4.25,26,181,5,5,5,6,7,3,6,Medium
7.87,6.05,6.25,3.59,19,105,6,5,5,4,8,6,7,Low
7.58,3.32,5.25,3.54,33,109,5,7,5,6,5,2,5,Medium
8.12,3.46,6.18,2.35,53,159,6,4,6,5,9,6,7,Medium
7.99,3.53,5.22,2.12,35,108,5,6,5,6,6,6,5,Medium
7.22,5.21,5.98,2.72,55,155,5,6,6,6,6,2,6,Medium
7.53,2.96,5.33,3.41,39,198,7,5,9,5,8,4,6,Medium
7.64,3.62,5.48,3.3,62,143,5,5,8,5,5,5,8,Medium
7.75,5.91,6.5,3.46,51,124,6,7,5,5,6,5,4,Medium
8.08,3.7,7.07,4.53,48,99,6,3,2,7,8,4,7,Medium
7.71,3.02,5.53,2.18,48,144,4,6,6,4,6,7,6,Medium
7.88,4.67,6.18,3.68,51,143,6,4,9,6,6,5,6,Medium
8.15,4.49,4.85,3.25,61,163,4,5,6,4,10,4,7,Low
8.13,5.28,7.98,2.4,0,283,5,3,7,5,7,5,7,Medium
7.14,3.52,6.08,3.55,53,143,3,4,8,6,6,4,5,Medium
6.98,4.28,4.07,2.54,48,133,5,6,6,6,9,5,6,Medium
7.82,3.19,6.85,3.24,51,144,4,4,6,7,8,5,7,Medium
7.5,5.03,4.99,3.34,82,142,6,2,6,6,6,4,6,Low
7.54,6.41,7.05,4.1,47,93,3,7,3,4,5,4,6,Medium
7.33,3.66,4.7,4.7,49,86,5,5,5,7,6,3,6,Medium
7.43,3.24,5.86,3.57,53,52,6,5,6,5,7,5,5,Medium
6.87,6.17,6.02,3.27,32,294,5,9,8,8,5,5,6,Medium
7.29,6.73,7.15,2.94,58,137,4,8,7,8,7,6,6,Medium
6.52,4.07,6.61,3.17,50,216,5,6,7,8,7,4,6,Medium
6.52,6.66,6.41,2.99,58,106,3,8,8,8,5,6,7,High
7.53,5.48,6.87,2.96,26,240,4,6,5,8,7,5,7,Medium
7.4,6.31,4.58,4.58,41,125,5,6,7,6,5,6,8,Medium
6.16,5.43,5.14,1.9,24,180,3,6,8,9,5,7,6,Medium
6.68,5.54,7.64,3.47,32,295,4,9,9,9,4,4,6,High
8.09,4.86,5.65,2.91,53,202,4,7,6,4,5,3,6,Medium
9.15,3.72,6.89,4.29,45,92,6,5,4,5,8,5,7,Medium
7.6,1.64,7.44,4.36,50,230,6,4,8,5,6,7,7,Medium
8.12,3.51,2.9,2.27,35,211,6,4,6,3,7,2,4,Low
8.6,5.3,7.2,2.58,60,168,6,6,6,2,7,5,7,Low
6.67,5.9,5.83,1.52,60,131,6,7,8,4,8,5,6,Medium
7.36,5.05,7.56,2.83,33,47,3,7,6,6,6,6,7,Medium
7.22,4.61,4.4,3.1,44,151,5,7,6,6,7,7,5,Medium
8.13,3.12,5.79,4.55,74,138,5,5,6,5,5,3,6,Medium
8.15,4.05,6.67,3.34,35,139,7,7,5,6,6,5,6,Medium
7.88,3.99,8.53,2.02,37,147,4,3,6,5,8,8,5,Medium
7.2,3.72,5.7,2.45,75,81,5,6,6,6,7,5,6,Medium
7.41,4.69,6.13,2.84,35,143,5,7,5,3,7,8,7,Medium
7.74,3.73,6.3,2.75,55,66,4,5,6,4,5,5,7,Medium
7.49,3.38,6.63,2.08,42,135,5,4,7,6,5,5,7,Medium
8.17,4.7,5.29,4.32,47,103,3,4,6,4,8,3,9,Medium
8.18,2.18,6.45,3.54,36,156,6,9,5,6,7,5,5,Medium
6.44,3.79,5.43,3.23,39,130,5,4,5,5,6,5,6,Medium
8.38,4.02,6.45,3.34,49,124,6,6,5,5,7,4,7,Medium
8.16,5.71,6.0,3.72,44,254,4,5,6,8,6,5,6,Medium
7.37,4.59,4.73,3.6,20,143,3,5,9,6,8,5,6,Medium
6.28,4.8,5.96,3.61,63,171,3,6,3,7,9,5,6,Medium
7.72,2.6,4.1,3.22,54,210,6,3,6,5,6,3,8,Low
7.54,4.16,7.48,2.81,37,163,4,7,5,6,9,5,5,Medium
8.02,4.47,6.44,2.71,60,143,5,6,6,9,6,4,5,Medium
8.24,5.1,5.78,3.3,44,55,5,6,6,3,6,8,8,Medium
8.19,5.27,6.2,2.67,0,80,6,2,5,5,7,5,10,Medium
7.54,5.44,6.71,2.23,47,121,6,4,7,5,8,3,6,Medium
6.99,3.5,6.07,3.77,39,129,3,5,5,6,7,7,6,Medium
7.38,5.57,5.12,3.52,50,102,4,6,3,4,10,5,5,Medium
7.5,4.27,8.39,3.56,52,119,6,4,4,6,6,2,8,Low
8.63,3.25,6.27,3.12,52,155,4,6,5,5,10,6,6,Medium
7.54,5.73,4.5,3.25,37,154,4,5,7,5,7,5,9,Medium
7.42,5.54,4.88,3.24,41,141,3,6,4,4,8,4,7,Medium
6.57,6.71,7.19,2.16,34,175,5,7,9,6,7,5,5,Medium
7.18,5.58,7.97,3.32,21,362,5,7,8,8,4,5,6,Medium
7.33,5.37,8.37,3.41,31,200,4,6,10,9,9,5,8,Medium
7.79,4.49,9.03,3.24,50,194,2,6,6,8,8,5,5,Medium
6.55,5.88,6.31,3.33,42,182,4,7,7,7,7,3,7,Medium
7.08,5.14,5.9,2.77,16,153,4,9,7,5,5,3,6,Medium
7.39,6.16,5.41,3.24,11,153,4,6,7,7,6,4,5,Medium
6.4,6.74,5.57,2.52,29,269,3,5,10,7,5,4,7,Medium
8.33,5.07,5.54,2.92,57,45,5,5,6,4,7,4,7,Medium
7.81,4.45,7.5,3.78,34,94,5,5,6,8,9,7,7,Medium
8.49,4.5,4.66,3.24,58,89,6,5,7,6,10,5,7,Medium
7.2,2.94,5.2,2.94,41,109,6,6,5,6,4,10,7,Medium
8.98,4.57,5.47,3.09,43,172,4,5,6,6,9,6,7,Medium
8.56,4.63,3.45,2.0,56,47,5,4,5,6,7,6,7,Medium
6.33,4.97,4.14,3.28,43,140,3,6,6,8,6,5,6,Medium
7.67,5.61,6.82,3.24,25,145,3,7,7,6,7,4,6,Medium
7.52,2.54,6.23,4.08,48,155,6,4,6,4,6,6,5,Medium
6.93,4.46,6.62,4.26,32,46,6,6,6,8,8,4,6,Medium
7.84,4.96,5.12,2.6,42,73,3,8,8,4,6,4,7,Medium
7.94,4.87,4.57,2.45,63,279,5,4,4,5,7,5,6,Medium
7.8,4.03,7.55,3.5,51,202,4,8,7,5,6,4,6,Medium
7.06,3.68,7.2,3.05,20,162,6,5,6,3,6,5,6,Medium
6.29,3.76,6.8,3.16,27,105,6,5,7,7,8,3,5,Medium
5.39,4.37,5.95,3.09,52,153,4,8,5,6,7,1,4,Medium
5.81,4.5,7.55,3.39,38,238,5,6,7,6,9,4,7,Medium
5.57,3.13,5.93,3.61,25,177,6,4,5,4,6,4,7,Medium
6.03,4.43,8.2,2.72,30,304,3,5,5,5,5,2,8,Medium
6.36,3.05,5.32,2.9,43,157,6,7,6,8,8,1,7,Medium
5.81,4.54,6.64,4.04,30,183,4,7,6,5,6,5,5,Medium
6.13,3.62,6.03,4.56,11,207,6,4,3,5,6,3,7,Medium
6.72,4.43,6.09,3.84,31,280,6,5,4,4,8,4,7,Medium
5.98,5.62,5.69,2.03,28,108,3,9,8,5,5,4,4,Medium
5.62,3.69,5.99,3.23,17,231,3,6,7,5,3,4,6,Medium
6.76,4.99,6.99,3.22,27,110,6,5,5,5,6,1,5,Medium
7.03,5.04,5.93,3.31,32,295,7,6,9,3,8,2,8,Medium
6.5,5.97,5.53,2.09,28,239,3,9,3,6,5,6,5,Medium
5.46,5.1,7.9,4.3,29,213,4,6,5,4,6,3,6,Medium
7.23,1.96,7.52,2.21,35,97,3,6,3,5,9,3,7,Medium
6.64,6.16,6.74,2.15,42,288,4,7,6,5,6,4,7,Medium
6.66,2.8,6.56,3.38,28,251,4,5,4,7,6,5,6,Medium
4.52,3.73,6.76,2.91,39,179,4,7,4,5,5,4,8,Medium
4.72,4.03,7.85,2.96,26,210,2,8,4,6,6,3,7,Medium
7.15,4.13,7.3,3.32,34,161,3,5,5,6,4,4,4,Medium
5.82,2.05,6.12,3.04,11,183,6,5,4,5,8,2,7,Medium
5.48,4.33,9.01,3.61,15,194,4,7,5,4,8,4,7,Medium
5.09,3.24,7.88,2.67,32,218,3,6,4,5,5,4,6,Medium
6.32,4.41,7.74,3.58,31,248,6,4,5,2,4,6,6,Medium
6.12,4.19,5.3,2.37,29,210,5,5,5,5,9,2,8,Medium
6.03,5.16,7.86,2.96,13,145,4,7,9,6,5,4,5,Medium
5.0,5.15,6.77,2.5,43,276,6,6,7,7,8,5,7,Medium
6.62,5.87,8.65,2.79,27,364,10,6,9,6,6,3,6,Medium
5.42,6.89,7.8,3.17,4,413,2,9,5,7,6,6,5,Medium
5.91,4.92,8.25,4.19,38,346,3,6,9,7,6,4,6,Medium
6.12,6.29,7.93,2.99,8,212,4,7,6,7,6,3,8,Medium
4.82,6.36,9.56,2.1,7,334,5,9,9,5,5,4,6,Medium
6.09,6.18,5.5,1.31,26,298,6,6,9,7,7,3,4,Medium
6.24,5.91,8.53,2.79,40,197,5,4,6,6,4,4,7,Medium
6.56,4.32,7.59,3.66,45,200,7,6,6,3,5,4,8,Medium
6.47,3.96,5.87,3.98,22,237,4,6,6,2,7,5,7,Medium
6.11,5.05,5.89,3.33,28,64,8,5,7,4,7,1,6,Low
6.03,5.82,6.57,3.1,41,176,4,5,5,5,8,5,6,Medium
5.92,4.24,6.45,2.37,4,103,5,5,6,7,6,3,6,Medium
6.37,6.02,7.15,3.21,29,263,4,7,6,4,6,1,9,Medium
7.76,5.15,7.29,2.83,17,167,6,5,6,6,5,4,7,Medium
7.7,4.44,6.48,3.29,16,265,4,5,5,4,6,6,6,Medium
7.55,3.07,8.41,2.77,44,266,5,7,5,3,6,5,6,Medium
6.11,4.43,5.92,2.92,28,275,5,5,4,6,7,3,7,Medium
5.85,5.03,6.66,2.39,44,291,5,6,5,3,7,6,8,Medium
5.73,5.02,7.72,2.95,33,210,2,8,4,5,4,4,8,Medium
6.25,4.17,6.57,6.57,47,234,2,7,7,7,8,3,5,Medium
5.75,4.16,7.69,2.15,13,165,5,4,6,3,5,4,7,Medium
6.52,4.66,7.59,3.41,13,168,4,7,3,3,9,7,4,Medium
7.3,3.88,7.27,2.48,6,193,5,4,7,4,9,4,6,Medium
6.39,4.34,8.27,2.96,20,264,4,6,2,5,5,2,5,Medium
5.44,4.17,6.78,2.08,17,188,6,5,6,3,6,2,5,Medium
5.47,3.37,7.86,2.36,22,258,5,7,4,7,6,5,7,Medium
6.23,3.94,6.03,3.12,30,162,5,4,7,4,6,4,4,Medium
4.89,5.94,6.71,2.7,35,144,4,6,5,5,3,5,5,Medium
5.85,4.79,7.3,3.24,24,215,4,5,3,7,5,6,5,Medium
5.76,4.39,6.8,2.15,30,245,6,6,5,3,10,3,6,Medium
6.61,5.03,7.69,2.43,22,156,3,6,4,4,6,2,6,Medium
6.33,4.05,7.29,2.23,30,140,4,6,6,4,9,2,6,Medium
5.82,3.43,5.32,2.43,35,259,7,6,5,2,6,2,5,Medium
5.64,5.12,6.15,3.62,24,219,7,7,4,6,6,2,6,Medium
5.58,5.73,3.66,2.99,33,154,2,6,7,6,5,6,6,Medium
7.26,2.18,6.17,3.01,33,267,4,6,4,7,7,3,6,Medium
5.92,3.23,6.81,3.06,31,227,4,6,5,5,5,2,6,Medium
5.7,3.6,9.58,3.29,36,143,5,7,5,3,7,4,6,Medium
6.03,3.87,6.76,2.95,36,185,6,6,5,3,2,3,6,Medium
5.62,2.61,6.58,3.31,36,198,6,4,7,5,8,3,6,Medium
5.72,5.57,6.57,2.12,19,289,5,4,9,8,2,3,6,Medium
5.43,8.19,7.95,1.98,21,242,3,9,6,9,9,3,6,Medium
6.0,6.38,9.55,2.86,25,382,3,8,6,9,4,2,5,High
5.15,5.91,8.62,3.29,16,201,4,8,8,7,7,3,8,High
4.97,4.9,7.7,2.45,26,202,4,9,5,9,4,3,5,High
6.03,5.59,8.48,1.95,24,352,4,6,9,7,4,3,7,High
5.11,7.8,6.45,3.05,11,267,1,8,6,10,4,2,6,High
5.09,6.57,8.69,1.74,41,198,2,10,9,7,5,4,4,Medium
6.03,5.15,7.71,3.55,37,167,5,9,5,3,8,4,5,Medium
7.44,3.73,8.41,3.15,60,235,5,7,4,3,5,3,6,Medium
5.79,4.9,6.53,2.98,27,233,6,6,5,8,8,3,7,Medium
6.17,5.1,6.08,2.57,22,275,4,5,7,4,8,2,6,Medium
6.33,5.39,5.05,2.71,33,210,7,4,4,6,7,5,7,Medium
6.21,3.5,5.95,2.65,34,225,4,5,4,5,3,6,7,Medium
6.78,2.89,6.23,2.28,25,248,4,7,5,4,5,5,6,Medium
4.96,5.29,7.94,2.44,29,66,3,8,3,4,5,4,7,Medium
6.97,4.47,6.07,2.82,25,143,5,5,5,4,5,5,6,Medium
6.91,3.77,6.13,2.96,36,198,5,5,5,5,7,1,6,Medium
5.53,4.01,6.67,2.96,19,167,5,5,7,3,4,3,6,Medium
6.8,5.02,4.85,2.08,19,199,7,4,7,6,7,6,5,Medium
6.52,3.94,3.7,2.57,27,36,5,4,4,5,8,5,7,Medium
7.57,1.87,3.38,2.33,29,93,7,6,7,2,3,3,6,Medium
7.01,2.37,3.53,2.7,20,22,5,5,4,2,5,5,5,Medium
5.22,3.75,2.67,2.59,34,106,7,5,6,5,1,7,7,Medium
5.99,3.06,3.51,2.09,9,171,5,5,6,6,8,5,8,Medium
5.79,3.37,2.34,2.34,17,205,4,6,6,7,4,6,8,Medium
7.42,3.47,3.92,2.95,30,201,7,3,7,5,5,4,6,Medium
7.02,3.28,3.58,3.58,24,130,5,5,6,2,4,5,6,Medium
7.06,1.62,2.77,2.77,51,90,5,4,3,3,6,6,7,Low
6.58,5.3,4.9,2.05,36,290,5,5,2,4,5,6,9,Medium
5.39,3.68,3.45,2.26,15,137,6,7,6,4,6,5,4,Medium
6.23,5.32,3.28,2.31,16,85,4,6,6,4,6,5,5,Medium
7.05,3.52,3.26,1.64,26,123,5,6,5,6,6,6,5,Medium
6.11,3.61,3.11,2.15,8,166,3,6,9,5,5,4,5,Medium
7.12,2.42,3.78,3.78,22,198,5,5,5,6,5,5,7,Medium
8.22,2.76,4.37,2.68,53,199,6,5,5,3,6,4,5,Medium
5.8,4.27,5.47,3.12,40,203,5,6,5,5,7,5,4,Medium
5.9,4.02,3.66,2.79,19,173,6,6,6,4,4,5,4,Medium
6.37,4.81,3.76,1.51,41,174,6,6,4,6,6,6,4,Medium
5.67,3.43,4.16,2.13,23,150,5,6,6,4,10,4,8,Medium
5.94,4.34,2.82,2.81,34,220,5,5,3,4,4,4,7,Medium
6.68,4.67,4.36,3.34,21,60,5,6,5,5,9,5,5,Medium
7.89,4.92,5.78,5.78,27,192,6,3,5,4,9,5,8,Low
6.91,2.47,5.02,1.98,15,113,6,5,7,7,7,5,7,Medium
5.25,3.23,3.75,2.47,44,290,1,7,4,5,7,4,4,Medium
6.45,4.71,3.06,3.06,21,274,5,5,4,7,6,5,6,Medium
5.71,6.9,5.48,1.0,20,301,5,7,8,5,5,3,6,Medium
6.3,5.87,4.67,1.78,33,158,5,6,8,8,7,5,5,Medium
5.37,3.72,6.06,1.67,25,188,6,8,5,4,7,9,8,Medium
5.59,3.6,6.12,2.28,12,249,5,8,9,8,9,5,4,Medium
5.43,5.47,4.42,2.27,9,231,6,9,6,7,6,7,6,Medium
4.94,5.77,3.57,2.89,18,86,5,5,5,6,8,4,6,Medium
7.09,4.94,4.22,1.73,30,161,5,5,7,9,8,6,7,Medium
5.41,6.5,3.99,2.01,6,220,4,6,7,9,4,4,4,Medium
5.65,4.44,2.41,0.91,38,103,3,6,6,4,5,4,7,Medium
6.94,3.15,3.63,2.72,43,183,5,6,5,3,8,6,7,Medium
5.75,3.03,3.36,2.37,18,177,6,7,7,6,7,4,6,Medium
6.72,4.9,5.13,1.12,4,138,4,5,6,4,6,6,4,Medium
7.06,4.5,2.36,2.36,33,174,5,3,4,4,8,4,7,Low
6.69,2.84,4.88,2.0,24,159,4,6,10,6,8,7,7,Medium
6.49,4.81,4.68,2.04,37,117,4,7,5,2,8,4,5,Medium
5.65,3.81,4.6,1.35,22,189,5,5,4,8,8,4,8,Medium
7.51,2.42,5.07,2.48,12,197,5,5,5,4,6,4,6,Medium
7.07,3.51,4.86,3.56,15,195,4,6,6,4,6,7,6,Medium
6.81,3.32,3.52,1.91,26,208,7,5,4,3,7,3,9,Low
7.05,4.14,3.06,2.78,39,180,6,6,3,2,8,5,4,Low
6.07,3.89,1.19,1.19,42,40,6,5,3,3,5,4,6,Medium
8.04,6.16,5.09,2.17,16,174,5,4,5,3,6,6,8,Medium
7.0,2.6,3.09,3.09,31,235,8,2,4,4,7,5,5,Low
6.68,3.1,4.17,2.5,0,132,4,5,3,5,8,4,7,Medium
7.37,2.28,4.51,1.91,43,221,2,6,5,4,7,5,6,Medium
7.21,3.73,3.42,0.59,33,133,5,4,4,5,6,6,6,Low
6.11,5.02,2.93,2.93,42,358,4,7,6,5,7,4,8,Medium
5.74,4.35,4.11,1.59,17,87,5,6,4,4,7,7,6,Medium
6.91,4.36,4.43,2.7,31,76,6,4,6,7,6,6,8,Medium
7.02,3.11,3.03,1.86,23,158,6,4,4,4,5,6,7,Medium
5.69,3.4,4.9,3.55,19,95,5,7,5,4,7,5,5,Medium
7.02,3.4,3.76,2.86,33,189,5,4,3,3,2,6,7,Low
5.62,3.44,4.42,2.7,28,245,3,8,6,5,5,4,5,Medium
6.52,3.16,4.06,2.54,22,160,6,4,4,5,6,4,5,Medium
5.9,5.86,3.46,2.19,29,174,5,7,4,5,10,5,5,Medium
6.58,2.78,4.82,2.22,0,74,4,7,3,2,6,7,6,Medium
6.91,3.5,4.81,2.01,42,226,4,7,3,5,5,3,6,Medium
6.63,2.86,4.1,3.08,36,295,5,6,6,6,7,4,7,Medium
6.89,1.28,5.35,1.76,27,138,5,6,4,3,7,3,6,Medium
6.17,3.14,4.76,1.33,23,73,6,7,3,4,5,2,7,Medium
7.25,2.54,4.28,2.37,17,11,6,3,4,3,4,6,9,Low
6.73,5.88,5.23,1.69,35,206,2,7,3,2,7,6,8,Medium
6.81,5.36,3.38,2.28,18,138,4,5,6,6,7,5,4,Medium
7.15,5.07,5.34,3.05,19,262,5,7,5,3,5,4,5,Medium
5.05,3.46,4.13,1.89,18,340,4,7,6,4,8,7,7,Medium
6.45,4.52,5.53,2.42,18,274,7,6,7,7,6,6,5,Medium
5.54,7.31,3.44,2.04,22,174,4,9,7,5,6,2,3,Medium
6.75,5.19,4.59,1.86,19,312,4,10,6,4,5,8,7,Medium
4.79,6.47,5.41,1.41,0,203,3,7,6,7,9,5,7,Medium
4.97,7.08,4.72,0.88,33,202,6,7,6,4,5,3,5,Medium
6.93,3.87,4.79,3.26,19,153,6,4,4,3,5,4,5,Medium
7.47,2.55,4.58,3.62,43,130,7,4,4,4,7,4,7,Low
7.02,1.56,4.69,4.13,30,197,3,3,7,6,8,7,5,Medium
6.59,4.84,4.46,3.11,25,173,4,5,2,3,7,3,6,Medium
6.45,3.77,3.99,2.33,52,174,8,4,4,2,8,7,8,Low
6.73,5.57,2.79,2.79,27,173,6,5,5,6,6,4,7,Medium
6.85,3.78,3.8,1.91,18,194,4,6,3,3,6,7,6,Low
5.86,2.97,2.57,1.13,15,241,6,7,4,7,3,6,5,Medium
7.34,2.69,4.26,2.67,30,234,5,4,5,4,5,4,8,Low
6.7,5.56,3.49,2.28,30,150,5,6,3,4,7,7,8,Medium
6.96,6.04,4.61,1.92,23,182,5,3,4,6,7,5,5,Medium
6.09,5.14,3.7,3.7,8,147,4,7,2,2,5,5,6,Medium
6.54,3.82,4.75,4.75,0,133,6,5,4,4,6,5,6,Low
6.86,3.13,4.5,3.64,23,165,7,5,3,3,7,7,4,Medium
6.61,4.42,5.97,5.37,22,233,3,7,8,5,10,7,7,Medium
6.85,6.05,5.25,3.38,20,165,5,8,5,7,5,6,5,Medium
6.6,4.56,5.36,3.37,9,151,3,6,8,7,7,7,7,Medium
7.75,6.45,5.15,4.31,26,232,3,6,6,4,6,4,7,Medium
7.16,5.92,4.87,3.76,24,151,4,5,6,6,5,7,6,Medium
7.19,5.7,6.38,4.48,0,170,5,7,7,4,9,7,6,Medium
7.33,4.36,4.64,3.75,23,207,4,5,6,5,5,7,7,Medium
6.98,4.69,5.31,5.31,0,85,5,6,9,5,6,5,5,Medium
6.75,6.03,5.92,3.54,36,170,5,7,7,6,5,6,7,Medium
7.85,5.53,3.29,3.29,28,116,6,3,5,5,9,3,7,Low
6.01,5.16,4.45,4.2,25,107,5,5,3,5,6,5,6,Medium
7.56,6.19,4.19,4.19,0,100,5,5,1,3,4,7,5,Low
7.67,2.66,4.97,4.97,47,185,5,5,7,5,5,3,6,Medium
6.9,3.07,3.92,3.76,40,154,4,6,5,5,7,5,6,Medium
7.83,3.48,2.55,2.55,12,139,8,4,4,5,6,2,7,Low
6.48,4.8,3.33,3.33,11,199,6,3,7,4,3,5,8,Low
6.91,3.65,3.55,3.55,8,167,7,3,5,3,6,5,6,Low
6.81,4.8,3.32,3.32,10,72,3,6,5,5,3,6,7,Medium
5.37,5.83,4.21,4.21,22,14,5,7,7,4,7,8,6,Medium
7.84,4.45,4.48,4.48,21,221,6,6,4,5,8,7,6,Medium
6.47,3.58,3.76,3.76,5,0,6,6,6,5,7,5,6,Medium
7.39,3.73,4.16,4.16,22,102,6,3,5,5,7,6,6,Medium
6.57,5.15,2.93,2.93,16,156,5,6,4,5,6,5,6,Medium
7.23,4.59,2.15,2.15,29,98,7,3,7,6,8,6,8,Medium
7.15,4.27,4.9,3.44,17,151,3,5,7,6,6,10,8,Medium
