sleep_hours,study_hours,screen_time_hours,social_media_hours,physical_activity_minutes,caffeine_intake_mg,mood_score,fatigue_level,assignment_load,deadline_pressure,social_interaction_score,financial_worry_score,health_condition_score,social_media_ratio,study_screen_balance,academic_pressure_index,recovery_index,digital_pressure_index,emotional_pressure_index,stress_level
5.409173178776164,5.775117217970942,5.195913160845231,3.1163492554992627,6.815918857485798,229.89078644847336,1.2293294694040857,9.770670530595915,7.229329469404085,9.770670530595915,5.5413410611918295,3.0,5.0,0.6170081500455366,0.9387297899980354,8.5,0.6278396322769124,8.312262416344495,18.54134106119183,High
5.456810637441899,6.474811038357508,7.429081184018872,4.0137567486300885,7.918916210029668,221.7513497260178,2.791891621002967,8.0,7.208108378997033,9.583783242005932,4.791891621002966,1.208108378997033,6.0,0.5405356942830348,0.7676805936027093,8.395945810501484,1.7044772706989315,11.442837932648962,15.208108378997032,High
5.538518129779303,2.7094139002392863,6.652703932198865,4.310749245519805,8.641691816006489,182.6050605809619,4.455211477000811,8.0,6.455211477000811,8.45521147700081,6.455211477000811,4.910422954001621,4.544788522999189,0.653364043011214,0.3517104386148212,7.455211477000811,2.7179994119457027,10.963453177718671,13.54478852299919,High
5.898931683962182,5.392102246915805,6.874227417271496,1.8920449383160853,39.21022469158043,126.31247160738471,2.3159101233678294,7.0,7.157955061683914,9.842044938316086,7.0,4.0,4.842044938316086,0.2760634645558504,0.6849203487186037,8.5,1.6990291085817049,8.766272355587581,14.684089876632171,High
4.7028822902300575,5.191968765524464,6.770556058516449,3.7774155982608963,1.001985923273029,275.51688034782075,2.0,7.0,7.749503519181743,10.0,6.4990070383634855,6.749503519181743,6.250496480818257,0.5613022983918134,0.6740882535487259,8.874751759590872,1.1757205725575153,10.547971656777344,15.0,High
5.341581388880671,6.043536935295966,7.380111929175066,1.5520674755903598,13.023664835327372,271.44083791168157,1.7235369352959653,9.0,9.0,7.723536935295965,5.723536935295965,3.8293891941121045,3.7235369352959653,0.2138062033509579,0.7244019426079026,8.361768467647982,0.9024384389537126,8.932179404765426,17.276463064704036,High
4.819352917641947,4.013655647098984,5.269330611781987,4.683257717650223,0.0,270.5414658843731,2.0,8.71736705884787,10.0,9.28263294115213,4.847898823456393,3.282632941152131,5.282632941152131,0.8915466802689412,0.6355870818292527,9.641316470576065,0.995085821695636,9.95258832943221,16.71736705884787,High
5.092702013128438,6.338688924138369,7.175404026256878,1.8681986579143743,17.93244967178903,257.89667797255413,1.9774832239296765,8.977483223929676,8.977483223929676,8.0,6.045033552140648,3.0,4.0,0.26037562504997436,0.7752869691508915,8.488741611964837,1.0081126334411197,9.043602684171251,17.0,High
5.4998580300552815,4.274863611406236,10.805879726423079,4.724120273576919,31.867761968990234,157.80762518053044,1.1617482901442528,8.0,9.0,9.838251709855747,6.161748290144253,2.838251709855747,3.8382517098557476,0.4372228332978093,0.3622053400891865,9.419125854927874,0.7052687856012403,15.529999999999998,16.838251709855747,High
5.25,7.961179077612681,6.50962114073799,2.3250526698860825,32.0,190.69469661961313,2.3494733011391724,8.349473301139172,9.650526698860828,9.349473301139174,6.0,1.0,3.3494733011391724,0.35714946412297066,1.0600405707939022,9.5,1.3093682646318285,8.834673810624073,16.0,High
6.673382725535989,3.4084948748289396,2.848316249429799,2.8426529995438394,33.651273736885386,306.3561350935129,2.9716837505702003,6.9716837505702,10.0,9.9716837505702,4.0283162494298,5.0283162494298,6.0283162494298,0.9985174735002496,0.8865859515209986,9.9858418752851,2.4879558795120995,5.690969248973638,14.0,High
6.1250753764653725,2.500540201476456,6.575353553998022,1.3508578609267916,27.406676260783616,231.10642493640665,3.0,6.919777457973879,8.0,6.91977745797388,6.160445084052241,6.08022254202612,6.0,0.20531455597962095,0.3297572062451051,7.4598887289869396,2.32101300514415,7.926211414924814,13.919777457973879,High
5.314302956015067,5.400451211086269,10.84411780518299,3.2721998220524906,17.394843301871205,321.7864636674119,4.0,6.0,9.7993554127339,8.0,5.598710825467801,4.799355412733901,7.200644587266099,0.307483715916158,0.4640087446464855,8.899677706366951,3.0367445462943237,14.116317627235482,12.0,High
5.609636945156633,8.012562247798469,5.026576714970407,5.026576714970407,47.29927664140313,260.4512449559694,2.274377522015304,8.274377522015305,10.0,10.0,7.274377522015304,5.451244955969392,5.725622477984696,0.9999999998003719,1.3331080011655652,10.0,1.3628915707557394,10.053153429940814,16.0,High
5.4573176944605315,5.32637415979884,6.805351408267295,1.700623599664734,52.10623599664734,190.31342686528504,2.0,7.420983143096619,4.158033713806763,7.420983143096619,5.158033713806763,4.158033713806763,6.420983143096619,0.2423726482378035,0.6825402110068227,5.789508428451691,1.295568843576019,8.505975007932028,15.420983143096619,High
4.291028322984209,5.537786004119307,6.3169150310473725,4.029842650087726,47.451730849035016,306.35833954535053,1.9501573499122737,10.0,7.0996853001754525,10.0,6.049842650087727,5.9003146998245475,4.049842650087727,0.6375545193897767,0.7564209049678898,8.549842650087726,0.7615186297824534,10.346757681135099,18.049842650087726,High
7.684937847639043,5.859472897807774,8.262011444814396,3.8284883166104233,10.167827053118334,312.4868224451943,3.0,8.0,9.37170561129859,8.25658877740282,5.74341122259718,5.62829438870141,6.0,0.46394121741488953,0.634820026464912,8.814147194350705,2.5616459492130144,12.09049976142482,15.0,High
5.905013453468275,3.1739262596340976,8.569874190871936,4.824833830467109,8.430368701829515,218.20754854768396,3.4860737403659026,7.486073740365903,7.486073740365902,10.0,5.513926259634097,6.486073740365903,6.513926259634097,0.5641047291267896,0.33081309171849155,8.743036870182952,2.407459336362615,13.394708021339042,14.0,High
5.457601347050605,5.98648517532998,7.736566846431489,4.567410781147084,52.32153639644868,236.74924522485927,5.0,6.667574123350102,10.0,8.335148246700204,6.335148246700204,5.335148246700204,6.332425876649898,0.590725833904408,0.6851820070517622,9.167574123350102,3.552578648301272,12.303977627578572,11.667574123350102,High
7.014477516355811,6.475816213580365,7.034719265309456,2.645280734690544,33.17962046405778,339.0025990491266,4.705094883985557,6.0,9.705094883985556,9.294905116014444,6.410189767971113,3.2949051160144434,4.294905116014443,0.3792578275698617,0.8108685527766394,9.5,4.723440534531528,9.68,11.294905116014444,High
6.890218383074517,6.744334854047592,8.086472548378207,1.377498333878524,0.3309068547275871,321.99205411559234,4.0,8.933818629054482,9.933818629054482,8.132362741891036,6.0,4.933818629054482,3.9338186290544823,0.17049397547196776,0.7425237105482263,9.033090685472759,2.7751181741194735,9.463970882256731,14.933818629054482,High
6.130458318918872,4.178111888818101,3.948450973608881,3.11677365861144,3.0,190.28414755695962,5.0,6.451879056703669,9.54812094329633,10.0,7.096241886592661,8.54812094329633,5.0,0.7854940157647037,0.8414565540430825,9.774060471648166,4.120278731953611,7.065224632220321,11.45187905670367,High
6.558573374394616,5.398411994046322,6.44710299851158,0.550058815035321,31.283818645309804,251.72206285822233,3.751470375883035,8.0,10.0,7.751470375883034,6.751470375883035,6.0,4.0,0.08539367761558081,0.7241111311918353,8.875735187941517,2.748958939626167,6.997161813546902,14.248529624116966,High
6.56608588859099,7.746614857048248,7.650528968457257,2.0889638741601604,34.15214721477477,227.52706248304312,1.3164280872472478,9.0,9.683571912752752,9.316428087247248,9.683571912752752,7.0,5.683571912752752,0.2764446554049873,0.8944109846220335,9.5,0.85659113999936,9.739492842617418,17.683571912752754,High
6.202933648582362,5.221576139976707,7.292322691361071,3.317971357154741,22.503770857237928,227.84238600232925,3.0,8.0,7.503770857237929,9.248114571381036,6.0,6.0,5.0,0.4590866090438107,0.631128614521755,8.375942714309481,2.0676445495274542,10.610294048515811,15.0,High
5.342302975024648,5.250574074220483,8.71280570735149,1.4374796602230722,1.4388585297017435,256.47486338365786,3.0,8.359714632425437,7.640285367574563,9.640285367574563,6.0,5.7194292648508736,7.0,0.1649253983384807,0.5405533577511608,8.640285367574563,1.7141005464653687,10.150285367574565,15.359714632425437,High
4.966570461985545,6.530776131580721,9.52287896637831,2.9312515165686754,18.5544505361445,244.69585277759052,2.7421780214457803,9.25782197855422,9.25782197855422,9.257821978554219,4.74217802144578,3.0,2.7421780214457803,0.30930774750747114,0.6211310343295507,9.25782197855422,1.3196445642180712,12.454130482946985,16.51564395710844,High
6.211833524631268,3.4837336086382886,7.033129829247395,0.7638512737981351,43.7842399214701,175.1833524631267,3.0,7.7076581746791,7.4153163493582,7.0,5.0,5.5846836506418,8.4153163493582,0.10871753279157126,0.43117884425108277,7.2076581746791,2.143087585737896,7.796981103045529,14.7076581746791,High
6.123735005831136,5.21572008821234,6.646887336881702,0.7973151381496457,5.385211051971645,361.3463027629929,3.6731513814964556,8.0,10.0,8.653697237007089,5.326848618503544,3.653697237007089,4.326848618503544,0.12032104918409253,0.6814825752831783,9.326848618503544,2.5259139966211603,7.4442024750313465,14.326848618503544,High
5.793803146993047,4.243341145502114,9.107412118787185,2.5309842650347645,33.80984265034765,108.56377639165652,5.0,7.603280883449215,7.0,7.396719116550785,7.0,6.396719116550785,5.79343823310157,0.27786992733612265,0.42445845820644434,7.198359558275392,3.379395668433017,11.638396383821949,12.603280883449216,High
5.745262319638801,2.00942964992475,7.079687987847856,1.9994296499247501,50.92547701655495,259.0045710797648,3.811407001504996,7.0,8.188592998495004,8.811407001504996,5.0,8.622814003009992,5.0,0.28379768504873243,0.2496282043530686,8.5,2.73260085843686,9.079117637772605,13.188592998495004,High
5.153164054265575,4.251074964393077,7.9472388637659375,2.806268818544626,6.780599095573766,194.15371724111114,2.0,8.0,9.308955455063753,10.0,6.0,5.0,4.308955455063752,0.3526014944504698,0.4742420643685599,9.654477727531876,1.145147567614572,10.753507682310564,16.0,High
7.884953010718075,5.214249611762095,6.611859320208804,2.469216310990177,25.563087366024064,21.407718415060174,4.0,6.329349514077848,7.670650485922152,8.670650485922152,6.0,4.341300971844302,7.329349514077849,0.37488108814258325,0.6856876817638703,8.17065048592215,4.353010409955669,9.081075631198981,12.32934951407785,High
5.2808516531029674,4.660075587065156,6.678221106728911,2.1895741734485163,4.567307137987179,291.8585194134963,1.0000000000000004,8.67376377585806,10.0,10.0,6.652472448283882,3.0,3.3262362241419416,0.3297034114722246,0.6139968186139952,10.0,0.5469343693718312,8.867795280177427,17.673763775858056,High
6.194473131919632,5.303293787641075,8.0588555478921,2.41417306294853,30.424284728984258,275.31332873525986,3.0,8.730635030112861,9.730635030112861,9.0,6.73063503011286,4.26936496988714,5.0,0.2996630118138313,0.585642425300456,9.36531751505643,1.907007210802166,10.473028610840629,15.730635030112861,High
24.0,2.246036019385026,7.383206951175356,2.5116992098373445,20.28303317179145,94.45308050635033,3.5471721952985744,7.452827804701426,7.90565560940285,7.547172195298574,2.641516585895724,7.641516585895724,6.452827804701426,0.3408083779484267,0.2673467725709403,7.726413902350712,10.188688781194298,9.8949061610127,13.905655609402851,High
6.015604784153158,5.011705356011737,9.738407176229737,2.154864638388763,24.26371295081053,259.08526780058685,2.2280239207657897,8.22802392076579,6.771976079234211,10.0,7.228023920765789,4.315928237702632,6.771976079234211,0.22074703191972647,0.4662933835742652,8.385988039617105,1.4462272091215294,11.893271814618501,16.0,High
5.409857832657043,2.947400430762108,7.297400430762108,3.0008304239958994,20.054608930998562,26.617172981463995,2.8356087054582733,6.835608705458274,6.0,6.6712174109165465,5.0,6.164391294541726,5.164391294541726,0.41026943341880706,0.3550103548526348,6.335608705458274,1.9575093855921613,10.298230854758007,14.0,High
5.701053345686523,3.460368118671422,9.636922632037333,3.336766339206149,38.58647636695032,228.33118072094442,4.0,8.0,9.804507877683227,8.804507877683227,6.609015755366453,4.804507877683227,6.804507877683227,0.3479807729935462,0.3309625645676687,9.304507877683227,2.533801486971788,12.973688971243483,14.0,High
6.488331293537308,7.247429990940315,9.353045137910492,3.4706212663582527,14.757612844776228,213.7429990940315,4.378806422388113,7.378806422388113,8.136419267164339,9.0,10.0,6.0,5.621193577611887,0.3699638199649252,0.7004604587720235,8.56820963358217,3.379273270753748,12.823666404268744,13.0,High
6.022705432846159,5.6887334773454565,5.6634949991902115,1.2933306529132846,0.5608550701165562,424.4333986786477,2.2804275350582786,8.0,9.280427535058278,10.0,3.2804275350582786,3.280427535058278,7.158717394825166,0.23161699652252193,0.8531423059771926,9.64021376752914,1.5630325992736114,6.956825652103497,15.719572464941722,High
5.4406057917676645,4.0421158353532975,6.619086876514973,1.8359877384976024,56.69710411616755,240.95434382574865,2.265144794191622,8.734855205808378,8.0,7.265144794191622,4.734855205808378,7.265144794191622,5.734855205808378,0.2789066159928495,0.5295884318463278,7.632572397095811,1.281500094917289,8.455074615012576,16.469710411616756,High
5.901414963105217,5.696691530096162,7.343552908744288,1.425510671843898,43.60638058257871,4.211727766407762,2.0393619417421287,7.039361941742129,8.078723883484258,8.0,7.960638058257871,6.039361941742129,5.0,0.19447612178380397,0.6834853242624517,8.03936194174213,1.4956251407735004,8.769063580588185,15.0,High
5.834300214725612,6.9654087703393435,9.927505749869106,2.5857782888772536,12.788914443862692,203.52240110703883,4.0,8.0,10.0,8.596304814620897,6.7981524073104485,4.2018475926895515,5.0,0.26102413356600085,0.6384854315284704,9.298152407310448,2.593022317655828,12.513284038746358,14.0,High
6.375391153815922,3.3480369230078235,7.369004294902745,2.469672820501304,19.68136538439945,35.54978525486271,4.0,9.780227564066575,8.780227564066575,9.219772435933425,3.439544871866851,7.219772435933425,5.0,0.336697084554448,0.4045669861525608,9.0,2.364036722607215,9.83867711540405,15.780227564066575,High
4.998299432279996,6.720600200371766,8.426199844155294,2.5580004452705913,24.0,242.09992207764657,3.670001113176478,7.670001113176478,9.0,9.340002226352956,5.0,4.340002226352956,4.0,0.30376884024132633,0.7130672597708592,9.170001113176479,2.099091827149609,10.984200289425884,14.0,High
5.785576658010961,5.734630796990482,7.127120257007788,0.8859669409858659,0.0,113.27883290054804,3.0,9.804149100028845,9.902074550014422,6.1958508999711555,7.0,7.0,5.097925449985578,0.12535694936562197,0.7064111813730971,8.048962724992789,1.6081524094530772,8.013087197993654,16.804149100028845,High
5.650079759934151,6.281542025393588,5.072366211379816,3.3432701573001937,31.914922736905524,141.9149227369055,2.0,8.997341335528297,7.997341335528297,9.0,5.997341335528297,4.002658664471703,3.0,0.6590642596791625,1.034466196260908,8.498670667764149,1.1303515345245914,8.415636368680008,16.997341335528297,High
5.274358250832677,5.666924417574746,6.535895627081692,4.879615863419552,25.756409192400994,167.26931056992535,2.2435908075990048,9.0,10.0,10.0,7.4871816151980095,3.0,5.756409192400995,0.7613458884598125,0.767992926964757,10.0,1.170820874583662,11.415511490501244,16.756409192400994,High
4.763369988713054,6.48464078942629,8.348397480247845,2.6227072788837886,33.40884098604736,197.850817463558,3.734806831007893,9.265193168992107,7.265193168992107,10.0,3.0,5.265193168992107,4.0,0.3179994834775965,0.6955795280997014,8.632596584496053,1.7227504443992014,10.971104759131634,15.530386337984215,High
4.4625701297628115,1.790965025618759,4.475278193918259,2.538877408665327,46.615952884824125,1.6001963132328,3.0,7.935992147470689,6.064007852529311,9.064007852529311,7.0,6.807976442412065,6.064007852529311,0.5671679049976858,0.32744156853768125,7.564007852529311,1.5026452317476533,7.014155602583585,14.935992147470689,High
5.811035898741681,4.0736633329089535,7.366142436076981,1.9581224335307028,27.392230759437393,135.02130746706,2.3987051265728985,7.3987051265728985,8.6012948734271,10.0,5.3987051265728985,3.0,7.0,0.2665485491415427,0.48704100337433465,9.30064743671355,1.629850501738216,9.324264869607683,15.0,High
5.573787679943517,3.473247049699934,7.560140889671693,2.981382700035302,54.41481001059056,180.65727402188716,2.0,8.0,8.0,10.0,6.0861729996469816,9.0,6.827654000706037,0.3948988238608884,0.4053126936991419,9.0,1.2386194844318927,10.541523589706996,16.0,High
6.119634038102759,7.071662220408543,5.554361447626126,2.285531842178893,18.50133387743727,85.05185034045205,5.916888979572878,8.277925986381918,8.63896299319096,10.0,8.277925986381918,8.0,3.7220740136180814,0.41261128330147,1.0855609856688775,9.319481496595479,3.786956905302691,7.839893289805019,12.36103700680904,High
5.999603932830016,6.349646468032811,6.742597912597093,1.6544931780414196,38.29514445642817,174.00425352027938,3.0,7.570485554357184,10.0,8.429514445642816,7.0,7.0,5.0,0.24593262415633596,0.819478654181776,9.214757222821408,2.102951444564282,8.397091090638511,14.570485554357184,High
6.0950435989035325,6.654817290308053,9.196084212739853,3.735492484760477,27.636616565069847,250.2732331301397,3.0,8.121127811643385,10.0,5.878872188356615,6.878872188356615,6.0,5.24225562328677,0.40608335055603306,0.6528455005589133,7.9394360941783075,2.0025297729656697,12.93157669750033,15.121127811643385,High
7.96710526851842,6.229028206548074,6.790994146090644,3.0851616816145677,44.17062267005503,352.10147949648433,3.7170622670055034,8.0,7.717062267005503,9.717062267005502,4.282937732994497,5.717062267005503,4.717062267005503,0.46523599942207666,0.8048012024081888,8.717062267005502,3.3249598720446096,9.876155827705212,14.282937732994498,High
5.929112205390074,3.327248768936167,6.343102432056736,2.2899707175886483,36.0,79.23707476595789,1.3765853475177257,7.75317069503545,7.623414652482275,6.0,6.623414652482275,7.0,3.376585347517725,0.3596336303223356,0.45236376101739023,6.811707326241137,0.8987399936099272,8.633073149645384,16.376585347517725,High
6.212250942520006,6.84719050019035,9.901692385230362,2.16573988427861,30.341392310620776,157.6706961553104,2.8353480776551945,7.164651922344806,8.0,9.670696155310388,5.164651922344806,4.835348077655194,4.835348077655194,0.2195293970960482,0.6283596421911789,8.835348077655194,2.179417829273011,12.067432269508974,14.329303844689612,High
4.715048674333866,2.630834454699018,10.176634217110756,2.4563630127628455,20.646036143057778,220.2475662833067,1.0000000000000004,9.0,6.353963856942224,6.938108429173328,5.707927713884448,9.646036143057776,6.0,0.2412211182686345,0.23599887244534917,6.646036143057776,0.4715048674333868,12.6329972298736,18.0,High
5.591632635153104,6.218013897534937,9.556331502971641,3.123544098502876,34.158287574291,223.6610331168309,3.0,8.947237475236333,10.0,10.0,8.105525049527335,2.0527625247636676,4.947237475236332,0.32692801678524974,0.5889869834426021,10.0,1.6880071204821556,12.679875601474517,15.947237475236332,High
5.222995407727626,6.24040167383324,9.492027553634243,2.3318872675338147,15.700459227237365,113.18872675338147,4.0,9.0,8.504718168834536,6.747640915582732,6.495281831165463,10.0,4.747640915582732,0.2488127689614902,0.5993337437324008,7.626179542208634,2.0891981630910506,11.823914821168056,15.0,High
5.9556125938842275,6.939922731878822,8.371909498688664,2.7915617921433644,30.358719301379594,215.02704384241224,4.545805764187172,9.545805764187172,7.0,9.454194235812828,5.545805764187172,6.545805764187172,7.0,0.3341972221729922,0.7408060917690578,8.227097117906414,2.5656357743205804,11.163471290832028,15.0,High
5.746391375308052,5.50571836088603,4.862584839957808,3.5853111290885518,14.993212803375354,247.6804312345974,1.0000000000000004,8.74830320084384,9.251696799156162,7.0,4.748303200843838,4.0,3.2516967991561616,0.7378519776240564,0.9394274340033818,8.12584839957808,0.5924257113378415,8.447895969046359,17.74830320084384,High
4.642405895547123,3.1701145145667278,6.9483469400759,3.950376417811511,15.481179109424446,136.5941044528778,2.3797052226438886,9.0,7.759410445287777,8.620294777356111,6.620294777356111,6.379705222643889,5.620294777356111,0.5685542061703339,0.39869381822488636,8.189852611321944,1.104284697193545,10.89872335788741,16.62029477735611,High
5.534188799781944,5.47344853298029,9.186125866521296,4.315243732886838,13.649599992212282,201.17951999065474,3.1566933338525143,9.0,6.843306666147486,7.0,5.843306666147486,3.686613332294971,7.0,0.46943037997671844,0.5371510156569704,6.921653333073743,1.7414237868701856,13.501369599408132,15.843306666147486,High
6.333467193097062,5.035682466623117,6.725436142136206,2.1222591615112374,10.344524910447028,272.4742703516794,5.0,7.35346719309706,10.0,6.353467193097061,7.7069343861941215,7.0,6.646532806902939,0.3144041695469444,0.6524006232143305,8.17673359654853,3.7870835923650046,8.847695303647445,12.35346719309706,High
7.021455836626132,5.022253264981114,6.847949373897025,3.3289114043197934,22.31392217831823,7.682274140646797,3.1506328262871923,8.849367173712807,10.0,10.0,5.0,4.301265652574385,6.849367173712808,0.4860957418014163,0.6397557173166504,10.0,2.228717131971643,10.176860778216819,15.698734347425615,High
5.191108336272112,5.160978525321892,7.255476775885449,2.489296054951667,24.093859339777715,84.30254549917811,4.0,7.204692966988886,9.204692966988887,10.0,7.409385933977771,6.0,4.795307033011114,0.34468721349280296,0.624413153272715,9.602346483494443,2.538240137379168,9.744772830837116,13.204692966988885,High
24.0,3.8428993195836822,8.679977865192916,2.3152957261319003,29.323036359769155,143.8455453965373,2.1615181798845766,8.919240910057711,7.838481820115423,9.757722730173136,6.0,7.2422772698268645,3.161518179884576,0.26977242534509405,0.3957898856188555,8.798102275144279,5.273786660994757,10.995273591324818,16.757722730173136,High
5.136291917932487,2.3057621919228426,5.925987041163349,4.09097942449066,11.105945201928947,155.48475616154315,4.62118904038579,7.810594520192895,7.189405479807105,9.0,6.62118904038579,6.0,4.189405479807105,0.6908353524598133,0.3327132255982656,8.094702739903553,2.6681412029179286,10.016966465654011,13.189405479807105,High
6.04161170516626,3.2751317657557832,7.975880015147381,4.118085020827649,7.103165215042662,238.9703349742996,4.0,6.0,10.0,9.0,6.0,2.9264998106577385,7.0,0.5161493983612756,0.3639289057905781,9.5,3.4523495458092914,12.093965035975028,12.0,High
6.283711364445994,5.474023594375486,8.676416043923755,1.987578843856733,33.537750686308684,142.97483287579422,1.0974832875794216,7.0,8.0,9.805033424841158,8.097483287579422,7.0,7.097483287579421,0.22906588796526495,0.5677910577025749,8.902516712420578,0.8545552006276638,10.663994887780488,15.902516712420578,High
5.185945256567189,7.712210154148872,6.11708167804648,1.540171301469857,15.141633560929593,349.28326712185924,2.9645916097676017,7.0,8.0,9.0,6.070816780464797,6.964591609767602,6.0,0.25189018113871187,1.0836771322924237,8.5,1.9150306839052718,7.657252979516336,14.035408390232398,High
5.2816918124088446,5.17048412501334,7.845455479087368,1.4583342083792816,3.2795416651844675,226.08328958103593,4.0,7.163977083259223,9.836022916740777,10.0,6.672045833481554,6.836022916740777,8.0,0.18767453851928956,0.5859347519072747,9.918011458370389,2.5833628286841055,9.30378968746665,13.163977083259223,High
4.381506452655788,4.748099596035484,5.383261895400285,3.8447336717665097,0.0,316.8673184853795,2.788528223633775,9.788528223633776,10.0,9.788528223633776,6.365584670901325,2.211471776366225,4.211471776366225,0.7135562032521482,0.7440239687516721,9.894264111816888,1.1217486212331615,9.227995567166795,17.0,High
6.805717375592988,6.402853542998459,7.452855012940756,2.4614282414415256,28.000041998351303,316.0,4.71428871416795,6.28571128583205,10.0,9.0,6.428577428335901,3.5714225716640993,4.28571128583205,0.3305790515757814,0.7561801995578505,9.5,4.48959794578059,9.91428325438228,11.5714225716641,High
7.739186835338871,6.130958623617771,6.165916299970737,2.52,1.4217241170159163,96.42172411701591,3.0,7.0,10.0,10.0,7.870752352998553,6.870752352998553,4.0,0.4089950874580346,0.8576716338559606,10.0,2.9021950632520768,8.685916299970737,14.0,High
5.781733738781478,4.215133683493095,8.016640022115354,3.2288133959935013,31.11066703525589,253.031973461576,4.110667035255889,8.11066703525589,6.889332964744111,7.0,6.221334070511778,8.110667035255888,6.110667035255889,0.4027506018293466,0.4674172394188827,6.944666482372055,2.611221059365646,11.245453418108854,14.0,High
5.927186936683598,2.490018026124872,6.250145265330157,2.104664404027508,41.078040502539665,225.68062753989255,1.0000000000000004,8.359346834179888,8.359346834179888,10.0,7.640653165820113,7.640653165820112,7.359346834179887,0.33518158318616426,0.3447469862925423,9.179673417089944,0.6348594352423049,8.354809669357664,17.359346834179888,High
5.513362026276464,4.190955918764192,6.539280114731517,3.8490440812358075,11.549947908944429,307.86358900813127,2.0,6.31364109918687,8.37271780162626,10.0,5.0,6.68635890081313,7.0,0.5974164710444673,0.5590759673625149,9.18635890081313,1.5161025430894655,10.388324195967325,14.31364109918687,High
6.073867869997702,7.060330199348275,8.655778237279886,2.9231840292419538,44.79245330436781,246.0778362937356,3.0,7.224056663045976,10.0,10.0,7.0,2.224056663045977,6.0,0.34179904708638903,0.7333253734604057,10.0,2.2276611298355364,11.57896226652184,14.224056663045976,High
7.01590869202949,5.25,7.602721688412862,2.8719337128599216,18.261413496313732,151.82989447419612,3.0,8.0,8.295434601474508,9.852282699262746,8.704565398525492,5.0,5.147717300737254,0.3782166470481532,0.6105834307438378,9.073858650368626,2.338636230676497,10.474655401272784,15.0,High
7.216222602294361,0.43019779758161913,6.900837699162868,2.9902627499224876,27.021330052708304,167.28902491473656,3.794745001550244,7.794745001550244,5.410509996899512,10.0,5.410509996899512,7.205254998449755,4.794745001550244,0.43364444794498663,0.05237189144596832,7.705254998449756,3.121116976669957,9.891100449085355,14.0,High
6.559335646689759,6.810783264325725,6.5604376084385825,3.7785952221328123,11.0,243.01458694795275,7.352782597270332,8.338195649317584,9.0,9.338195649317584,4.661804350682417,7.0,5.338195649317583,0.5767646321208171,0.9012983664196432,9.169097824658792,5.255581075845398,10.339032830571396,10.985413052047251,High
5.460138287160408,4.079934463752419,7.205003607332624,2.100895863470395,24.551346798277848,206.93590668546827,3.0640933145317355,7.0,8.0,7.0,5.0,7.9359066854682645,6.0,0.29188286428583987,0.4975249489074777,7.5,2.074390933145317,9.305899470803018,13.935906685468264,High
6.782866617450589,3.993958547049535,8.555894172150005,1.4890958305246853,22.241794682502263,101.97990734499301,1.0000000000000004,7.705291392499794,9.0,7.294708607500206,6.294708607500206,2.0,6.705291392499794,0.17413027432186307,0.4180607732727606,8.147354303750102,0.7896717873000907,10.04499000267469,16.705291392499795,High
5.046565265977237,5.161900671389843,8.078099328610156,0.6160114371544094,18.104264049872647,414.7176280572111,2.2576703131645974,9.742329686835403,9.742329686835403,8.742329686835403,5.515340626329195,7.257670313164597,4.742329686835403,0.07743885240543802,0.5704798725072598,9.242329686835403,1.0832159078776824,8.694110765764567,17.484659373670805,High
4.683368803661834,6.513900708152933,4.485567387355966,1.4359692757637885,52.04491738215777,56.24586158606894,4.0,7.282505901274445,10.0,8.282505901274446,6.0,7.717494098725554,5.0,0.31169528286170994,1.2036528142385665,9.141252950637222,2.28000394671933,5.921536663119754,13.282505901274444,High
5.588415776356892,5.353005268558927,8.513005268558926,4.573715791016836,0.0,117.89605591077697,4.0,7.9071052245790945,8.092894775420906,8.092894775420906,6.185789550841811,6.0,4.9071052245790945,0.537267839620013,0.5626960244289707,8.092894775420906,2.5109894791709735,13.086721059575764,13.907105224579094,High
4.96,6.434898999196864,8.064880119076879,3.0229733837340937,27.647725180705383,240.939399518119,4.627525020078376,8.313762510039188,6.686237489960812,8.0,6.0,4.0,4.0,0.3770252406894431,0.7104087157272875,7.343118744980406,2.4465296521902355,11.087853502810972,13.686237489960812,High
7.325944150077964,5.652603361409706,8.828134065848847,3.659262572741448,40.29720750389821,147.91507427175773,5.0,6.518435681463799,7.518435681463799,8.5184356814638,5.036871362927599,8.444692955608602,4.963128637072401,0.414560318668233,0.5752452761037752,8.0184356814638,4.898611391112062,12.487396638590294,11.5184356814638,High
3.0170728330630574,6.677087735208724,7.678705660092766,3.983975092575153,50.93528300463832,214.0693206380343,1.7935283004638332,8.0,7.619415098608501,9.793528300463834,8.587056600927665,8.0,6.0,0.5181928624182417,0.769233855205669,8.706471699536166,0.5644718238076694,11.66268075266792,16.206471699536166,High
5.849454836505475,7.390458137373649,6.890719215736273,1.3453596078681367,7.64269280879088,236.04901470494488,3.0,7.77233169945057,8.22766830054943,9.22766830054943,4.77233169945057,5.77233169945057,6.0,0.19497174302707093,0.9356326977826912,8.72766830054943,2.0120476143186696,8.23607882360441,14.77233169945057,High
6.4956682137117525,9.649875242869182,9.156824150039913,1.6750537506696224,4.00902455476718,277.3790313002217,3.990975445232817,8.0,10.0,9.0,7.0,8.990975445232817,5.981950890465634,0.18308229708699364,0.9499636115891343,9.5,2.8809272261276186,10.831877900709536,14.009024554767183,High
